algorithm,hardware_size,logical_qubits,dag_seed,dag_label,issue_width,meas_width,ff_width,l_meas,l_ff,f_over_w,total_cycles_asap,total_cycles_ff_rate_matched,cycles_ratio_ff_over_asap,throughput_asap,throughput_ff_rate_matched,throughput_gain_pct,stall_rate_asap,stall_rate_ff_rate_matched,stall_rate_delta
VQE,12,64,0,VQE_H12_Q64_s0_shifted,4,4,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,0,VQE_H12_Q64_s0_shifted,4,8,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,0,VQE_H12_Q64_s0_shifted,4,8,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,0,VQE_H12_Q64_s0_shifted,4,8,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,16,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,16,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,16,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,4,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,4,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,4,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,8,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,8,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,0,VQE_H12_Q64_s0_shifted,8,8,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,16,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.846904,0.004388,-0.842516
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,16,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.772827,0.005113,-0.767714
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,16,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.699124,0.004869,-0.694255
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,4,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,4,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,4,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,8,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,8,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,1,VQE_H12_Q64_s1_shifted,16,8,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,16,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,16,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,16,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,4,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,4,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,4,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,8,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,8,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,1,VQE_H12_Q64_s1_shifted,4,8,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,16,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,16,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,16,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,4,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,4,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,4,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,8,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,8,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,1,VQE_H12_Q64_s1_shifted,8,8,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,16,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.846904,0.004388,-0.842516
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,16,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.772827,0.005113,-0.767714
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,16,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.699124,0.004869,-0.694255
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,4,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,4,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,4,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,8,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,8,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,2,VQE_H12_Q64_s2_shifted,16,8,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,16,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,16,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,16,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,4,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,4,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,4,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,8,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,8,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,2,VQE_H12_Q64_s2_shifted,4,8,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,16,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,16,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,16,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,4,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,4,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,4,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,8,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,8,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,2,VQE_H12_Q64_s2_shifted,8,8,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,16,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.846904,0.004388,-0.842516
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,16,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.772827,0.005113,-0.767714
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,16,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.699124,0.004869,-0.694255
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,4,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,4,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,4,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,8,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,8,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,3,VQE_H12_Q64_s3_shifted,16,8,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,16,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,16,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,16,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,4,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,4,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,4,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,8,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,8,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,3,VQE_H12_Q64_s3_shifted,4,8,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,16,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,16,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,16,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,4,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,4,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,4,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,8,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,8,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,3,VQE_H12_Q64_s3_shifted,8,8,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,16,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.846904,0.004388,-0.842516
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,16,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.772827,0.005113,-0.767714
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,16,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.699124,0.004869,-0.694255
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,4,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,4,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,4,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,8,2,1,2,0.125000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,8,3,1,2,0.187500,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,4,VQE_H12_Q64_s4_shifted,16,8,4,1,2,0.250000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,16,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,16,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,16,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,4,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,4,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,4,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,8,2,1,2,0.500000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,8,3,1,2,0.750000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,4,VQE_H12_Q64_s4_shifted,4,8,4,1,2,1.000000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,16,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,16,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,16,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,4,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.483667,0.001463,-0.482204
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,4,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.234478,0.002191,-0.232287
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,4,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.001947,0.001947,0.000000
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,8,2,1,2,0.250000,2051,2051,1.000000,1.997075,1.997075,0.000000,0.725987,0.002438,-0.723549
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,8,3,1,2,0.375000,1369,1369,1.000000,2.991965,2.991965,0.000000,0.593134,0.002922,-0.590212
VQE,12,64,4,VQE_H12_Q64_s4_shifted,8,8,4,1,2,0.500000,1027,1027,1.000000,3.988315,3.988315,0.000000,0.462512,0.002921,-0.459591
